19	了	了	了	u	u	_	_	18	18	MT	MT	_	_	_	_
20	二十四	二十四	二十四	m	m	_	_	21	21	QUN	QUN	_	_	_	_
21	份	份	份	q	q	_	_	22	22	ATT	ATT	_	_	_	_
22	项目	项目	项目	n	n	_	_	18	18	VOB	VOB	_	_	_	_
23	委托	委托	委托	v	v	_	_	0	0	HED	HED	_	_	_	_
24	代理	代理	代理	v	v	_	_	25	25	ATT	ATT	_	_	_	_
25	协议	协议	协议	n	n	_	_	23	23	VOB	VOB	_	_	A1	_
26	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_
27	协议	协议	协议	n	n	_	_	29	29	ATT	ATT	_	_	_	_
28	总	总	总	b	b	_	_	29	29	ATT	ATT	_	_	_	_
29	金额	金额	金额	n	n	_	_	30	30	SBV	SBV	_	_	_	A0
30	达	达	达	v	v	_	_	23	23	IC	IC	Y	_	_	_
31	十四亿	十四亿	十四亿	m	m	_	_	32	32	QUN	QUN	_	_	_	_
32	元	元	元	q	q	_	_	33	33	ATT	ATT	_	_	_	_
33	人民币	人民币	人民币	n	n	_	_	30	30	VOB	VOB	_	_	_	A1
34	。	。	。	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_

1	两	两	两	m	m	_	_	2	2	QUN	QUN	_	_	_	_	_	_	_
2	个	个	个	q	q	_	_	3	3	ATT	ATT	_	_	_	_	_	_	_
3	银行	银行	银行	n	n	_	_	4	4	DE	DE	_	_	_	_	_	_	_
4	的	的	的	u	u	_	_	5	5	ATT	ATT	_	_	_	_	_	_	_
5	负责人	负责人	负责人	n	n	_	_	13	13	SBV	SBV	_	_	A0	_	_	_	_
6	在	在	在	p	p	_	_	13	13	ADV	ADV	_	_	LOC	_	_	_	_
7	今天	今天	今天	nt	nt	_	_	8	8	DE	DE	_	_	_	_	_	_	_
8	的	的	的	u	u	_	_	10	10	ATT	ATT	_	_	_	_	_	_	_
9	签字	签字	签字	v	v	_	_	10	10	ATT	ATT	_	_	_	_	_	_	_
10	仪式	仪式	仪式	n	n	_	_	11	11	ATT	ATT	_	_	_	_	_	_	_
11	上	上	上	nd	nd	_	_	6	6	POB	POB	_	_	_	_	_	_	_
12	一致	一致	一致	a	a	_	_	13	13	ADV	ADV	_	_	ADV	_	_	_	_
13	表示	表示	表示	v	v	_	_	0	0	HED	HED	Y	_	_	_	_	_	_
14	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_
15	这	这	这	r	r	_	_	16	16	ATT	ATT	_	_	_	_	_	_	_
16	次	次	次	q	q	_	_	17	17	ADV	ADV	_	_	_	_	_	_	_
17	委托	委托	委托	v	v	_	_	20	20	DE	DE	_	_	_	_	_	_	_
18	代理	代理	代理	v	v	_	_	19	19	ATT	ATT	_	_	_	_	_	_	_
19	协议	协议	协议	n	n	_	_	17	17	VOB	VOB	_	_	_	_	_	_	_
20	的	的	的	u	u	_	_	21	21	ATT	ATT	_	_	_	_	_	_	_
21	改进	改进	改进	v	v	_	_	13	13	VOB	VOB	_	_	_	A0	A0	_	_
22	和	和	和	c	c	_	_	23	23	LAD	LAD	_	_	_	_	_	_	_
23	续签	续签	续签	v	v	_	_	21	21	COO	COO	_	_	_	_	_	_	_
24	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_
25	将	将	将	d	d	_	_	27	27	ADV	ADV	_	_	_	ADV	ADV	_	_
26	进一步	进一步	进一步	d	d	_	_	27	27	ADV	ADV	_	_	_	ADV	_	_	_
27	促进	促进	促进	v	v	_	_	21	21	COO	COO	Y	_	_	_	_	_	_
28	政策性	政策性	政策性	n	n	_	_	29	29	ATT	ATT	_	_	_	_	_	_	_
29	银行	银行	银行	n	n	_	_	34	34	SBV	SBV	_	_	_	_	_	_	_
30	与	与	与	p	p	_	_	33	33	DE	DE	_	_	_	_	_	_	_
31	商业	商业	商业	n	n	_	_	32	32	ATT	ATT	_	_	_	_	_	_	_
32	银行	银行	银行	n	n	_	_	30	30	POB	POB	_	_	_	_	_	_	_
33	的	的	的	u	u	_	_	34	34	ATT	ATT	_	_	_	_	_	_	_
34	联系	联系	联系	v	v	_	_	27	27	VOB	VOB	_	_	_	A1	_	_	_
35	与	与	与	c	c	_	_	36	36	LAD	LAD	_	_	_	_	_	_	_
36	合作	合作	合作	v	v	_	_	34	34	COO	COO	_	_	_	_	_	_	_
37	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_
38	有利于	有利于	有利于	v	v	_	_	27	27	VV	VV	Y	_	A1	_	_	_	_
39	充分	充分	充分	a	a	_	_	40	40	ADV	ADV	_	_	_	_	_	ADV	_
40	发挥	发挥	发挥	v	v	_	_	38	38	VV	VV	Y	_	_	_	A1	_	_
41	两	两	两	m	m	_	_	42	42	QUN	QUN	_	_	_	_	_	_	_
42	行	行	行	q	q	_	_	45	45	ATT	ATT	_	_	_	_	_	_	_
43	各自	各自	各自	r	r	_	_	44	44	DE	DE	_	_	_	_	_	_	_
44	的	的	的	u	u	_	_	45	45	ATT	ATT	_	_	_	_	_	_	_
45	优势	优势	优势	n	n	_	_	40	40	VOB	VOB	_	_	_	_	_	A1	_
46	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_
47	共同	共同	共同	d	d	_	_	48	48	ADV	ADV	_	_	_	_	_	_	ADV
48	推动	推动	推动	v	v	_	_	38	38	VOB	VOB	Y	_	_	_	_	_	_
49	中国	中国	中国	ns	ns	_	_	50	50	DE	DE	_	_	_	_	_	_	_
50	的	的	的	u	u	_	_	52	52	ATT	ATT	_	_	_	_	_	_	_
51	外贸	外贸	外贸	n	n	_	_	52	52	ATT	ATT	_	_	_	_	_	_	_
52	事业	事业	事业	n	n	_	_	48	48	VOB	VOB	_	_	_	_	_	_	A1
53	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_
54	特别	特别	特别	d	d	_	_	57	57	ADV	ADV	_	_	_	_	_	_	_
55	是	是	是	v	v	_	_	54	54	RAD	RAD	_	_	_	_	_	_	_
56	机电	机电	机电	b	b	_	_	57	57	ATT	ATT	_	_	_	_	_	_	_
57	产品	产品	产品	n	n	_	_	58	58	DE	DE	_	_	_	_	_	_	_
58	的	的	的	u	u	_	_	59	59	ATT	ATT	_	_	_	_	_	_	_
59	出口	出口	出口	v	v	_	_	48	48	VOB	VOB	_	_	_	_	_	_	_
60	。	。	。	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_

